placedDate,instruction.side,instruction.limitOrder.price,instruction.selectionId,instruction.limitOrder.size,trade_all
2020-03-24 13:57:05+00:00,BACK,160.0,28232003.0,1.55,248.0
2020-03-24 13:57:05+00:00,BACK,170.0,28232003.0,1.55,263.5
2020-03-24 13:57:05+00:00,BACK,180.0,28232003.0,1.55,279.0
2020-03-24 13:57:30+00:00,BACK,160.0,28232003.0,0.13,20.8
2020-03-24 13:57:30+00:00,BACK,170.0,28232003.0,0.13,22.1
2020-03-24 13:57:30+00:00,BACK,180.0,28232003.0,0.13,23.400000000000002
2020-03-24 13:57:31+00:00,BACK,150.0,28232003.0,0.65,97.5
2020-03-24 13:57:37+00:00,BACK,150.0,28232003.0,1.11,166.50000000000003
2020-03-24 13:57:37+00:00,BACK,160.0,28232003.0,0.08,12.8
2020-03-24 13:57:37+00:00,BACK,170.0,28232003.0,0.08,13.6
2020-03-24 13:57:38+00:00,BACK,150.0,28232003.0,0.08,12.0
2020-03-24 13:57:38+00:00,BACK,160.0,28232003.0,0.07,11.200000000000001
2020-03-24 13:57:38+00:00,BACK,170.0,28232003.0,0.07,11.9
2020-03-24 13:57:38+00:00,BACK,150.0,28232003.0,0.13,19.5
2020-03-24 13:57:38+00:00,BACK,160.0,28232003.0,0.14,22.400000000000002
2020-03-24 13:57:38+00:00,BACK,170.0,28232003.0,0.14,23.8
2020-03-24 13:57:39+00:00,BACK,140.0,28232003.0,2.11,295.4
2020-03-24 13:57:39+00:00,BACK,150.0,28232003.0,0.14,21.000000000000004
2020-03-24 13:57:39+00:00,BACK,160.0,28232003.0,0.14,22.400000000000002
2020-03-24 13:57:55+00:00,BACK,140.0,28232003.0,0.11,15.4
2020-03-24 13:57:55+00:00,BACK,150.0,28232003.0,0.11,16.5
2020-03-24 13:57:55+00:00,BACK,160.0,28232003.0,0.11,17.6
2020-03-24 13:57:57+00:00,BACK,140.0,28232003.0,0.23,32.2
2020-03-24 13:57:57+00:00,BACK,150.0,28232003.0,0.23,34.5
2020-03-24 13:57:57+00:00,BACK,160.0,28232003.0,0.23,36.800000000000004
2020-03-24 13:57:58+00:00,BACK,130.0,28232003.0,1.1,143.0
2020-03-24 13:58:00+00:00,BACK,160.0,28232003.0,2.45,392.0
2020-03-24 13:58:02+00:00,BACK,140.0,28232003.0,0.49,68.6
2020-03-24 13:58:02+00:00,BACK,150.0,28232003.0,0.49,73.5
2020-03-24 13:58:02+00:00,BACK,160.0,28232003.0,0.49,78.4
2020-03-24 13:58:03+00:00,BACK,140.0,28232003.0,0.08,11.200000000000001
2020-03-24 13:58:03+00:00,BACK,150.0,28232003.0,0.08,12.0
2020-03-24 13:58:03+00:00,BACK,160.0,28232003.0,0.07,11.200000000000001
2020-03-24 13:58:09+00:00,BACK,140.0,28232003.0,0.19,26.6
2020-03-24 13:58:09+00:00,BACK,150.0,28232003.0,0.19,28.5
2020-03-24 13:58:09+00:00,BACK,160.0,28232003.0,0.2,32.0
2020-03-24 13:58:12+00:00,BACK,140.0,28232003.0,0.26,36.4
2020-03-24 13:58:12+00:00,BACK,150.0,28232003.0,0.26,39.0
2020-03-24 13:58:12+00:00,BACK,160.0,28232003.0,0.26,41.6
2020-03-24 13:58:14+00:00,BACK,140.0,28232003.0,0.12,16.8
2020-03-24 13:58:14+00:00,BACK,150.0,28232003.0,0.12,18.0
2020-03-24 13:58:14+00:00,BACK,160.0,28232003.0,0.12,19.2
2020-03-24 13:58:15+00:00,BACK,130.0,28232003.0,0.6,78.0
2020-03-24 13:58:18+00:00,BACK,160.0,28232003.0,3.59,574.4
2020-03-24 13:58:22+00:00,BACK,130.0,28232003.0,0.6,78.0
2020-03-24 13:58:26+00:00,BACK,130.0,28232003.0,0.6,78.0
2020-03-24 13:58:30+00:00,BACK,160.0,28232003.0,3.55,568.0
2020-03-24 13:58:45+00:00,BACK,140.0,28232003.0,1.66,232.39999999999998
2020-03-24 13:58:47+00:00,BACK,170.0,28232003.0,2.36,401.2
2020-03-24 13:58:55+00:00,BACK,170.0,28232003.0,0.41,69.7
2020-03-24 13:58:58+00:00,BACK,140.0,28232003.0,2.76,386.4
2020-03-24 13:59:06+00:00,BACK,170.0,28232003.0,3.17,538.9
2020-03-24 13:59:10+00:00,BACK,150.0,28232003.0,0.08,12.0
2020-03-24 13:59:12+00:00,BACK,150.0,28232003.0,1.07,160.5
2020-03-24 13:59:14+00:00,BACK,150.0,28232003.0,0.08,12.0
2020-03-24 13:59:15+00:00,BACK,150.0,28232003.0,0.87,130.5
2020-03-24 13:59:20+00:00,BACK,150.0,28232003.0,0.38,57.0
2020-03-24 13:59:20+00:00,BACK,180.0,28232003.0,2.38,428.4
2020-03-24 13:59:21+00:00,BACK,140.0,28232003.0,28.25,3955.0
2020-03-24 13:59:22+00:00,BACK,130.0,28232003.0,16.11,2094.2999999999997
2020-03-24 13:59:22+00:00,BACK,120.0,28232003.0,11.67,1400.4
2020-03-24 13:59:30+00:00,BACK,110.0,28232003.0,1.31,144.1
