placedDate,instruction.side,instruction.limitOrder.price,instruction.selectionId,instruction.limitOrder.size,trade_all
2020-03-24 13:57:05+00:00,BACK,980.0,24245268.0,0.87,852.6
2020-03-24 13:57:05+00:00,BACK,990.0,24245268.0,0.87,861.3
2020-03-24 13:57:05+00:00,BACK,1000.0,24245268.0,0.87,870.0
2020-03-24 13:57:11+00:00,BACK,970.0,24245268.0,0.94,911.8
2020-03-24 13:57:11+00:00,BACK,980.0,24245268.0,0.94,921.1999999999999
2020-03-24 13:57:11+00:00,BACK,990.0,24245268.0,0.94,930.5999999999999
2020-03-24 13:57:15+00:00,BACK,1000.0,24245268.0,0.57,570.0
2020-03-24 13:57:16+00:00,BACK,1000.0,24245268.0,0.18,180.0
2020-03-24 13:57:17+00:00,BACK,1000.0,24245268.0,0.15,150.0
2020-03-24 13:57:18+00:00,BACK,980.0,24245268.0,1.0,980.0
2020-03-24 13:57:18+00:00,BACK,990.0,24245268.0,1.0,990.0
2020-03-24 13:57:18+00:00,BACK,1000.0,24245268.0,0.1,100.0
2020-03-24 13:57:18+00:00,BACK,980.0,24245268.0,0.08,78.4
2020-03-24 13:57:18+00:00,BACK,990.0,24245268.0,0.08,79.2
2020-03-24 13:57:18+00:00,BACK,1000.0,24245268.0,0.08,80.0
2020-03-24 13:57:19+00:00,BACK,980.0,24245268.0,0.02,19.6
2020-03-24 13:57:19+00:00,BACK,990.0,24245268.0,0.02,19.8
2020-03-24 13:57:19+00:00,BACK,1000.0,24245268.0,0.01,10.0
2020-03-24 13:57:20+00:00,BACK,1000.0,24245268.0,0.34,340.0
2020-03-24 13:57:21+00:00,BACK,1000.0,24245268.0,0.04,40.0
2020-03-24 13:57:33+00:00,BACK,1000.0,24245268.0,0.6,600.0
2020-03-24 13:57:40+00:00,BACK,990.0,24245268.0,0.67,663.3000000000001
2020-03-24 13:57:40+00:00,BACK,1000.0,24245268.0,0.04,40.0
2020-03-24 13:57:44+00:00,BACK,990.0,24245268.0,0.13,128.70000000000002
2020-03-24 13:57:44+00:00,BACK,1000.0,24245268.0,0.13,130.0
2020-03-24 13:58:21+00:00,BACK,1000.0,24245268.0,0.09,90.0
2020-03-24 13:58:24+00:00,BACK,990.0,24245268.0,0.97,960.3
2020-03-24 13:58:24+00:00,BACK,1000.0,24245268.0,0.11,110.0
2020-03-24 13:58:36+00:00,BACK,990.0,24245268.0,0.02,19.8
2020-03-24 13:58:36+00:00,BACK,1000.0,24245268.0,0.01,10.0
2020-03-24 13:58:37+00:00,BACK,1000.0,24245268.0,0.01,10.0
2020-03-24 13:58:37+00:00,BACK,990.0,24245268.0,0.02,19.8
2020-03-24 13:58:37+00:00,BACK,1000.0,24245268.0,0.02,20.0
2020-03-24 13:58:52+00:00,BACK,1000.0,24245268.0,0.3,300.0
