time,price_back,size_back,price_lay,size_lay,total_back,total_lay
2020-03-24 13:44:14.904,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:14.982,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:15.228,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:15.498,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:15.773,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:16.042,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:16.314,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:16.593,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:16.873,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:17.142,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:17.416,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:17.692,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:17.950,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:18.226,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:18.498,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:18.769,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:19.043,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:19.314,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:19.589,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:19.862,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:20.129,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:20.405,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:20.673,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:20.952,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:21.222,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:21.489,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:21.766,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:22.040,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:22.304,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:22.572,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:22.841,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:23.112,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:23.386,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:23.667,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:23.938,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:24.215,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:24.486,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:24.759,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:25.022,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:25.292,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:25.560,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:25.829,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:26.102,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:26.375,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:26.643,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:26.920,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:27.190,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:27.553,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:27.818,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:28.086,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:28.359,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:28.634,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:28.911,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:29.186,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:29.461,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:29.729,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:29.993,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:30.264,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:30.531,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:30.809,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:31.082,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:31.355,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:31.623,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:31.893,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:32.162,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:32.436,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:32.711,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:32.983,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:33.226,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:33.461,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:33.727,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:33.996,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:34.267,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:34.536,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:34.808,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:35.080,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:35.349,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:35.618,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:35.892,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:36.154,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:36.417,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:36.682,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:36.951,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:37.220,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:37.491,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:37.762,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:38.036,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:38.305,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:38.574,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:38.848,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:39.116,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:39.382,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:39.647,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:39.914,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:40.187,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:40.456,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:40.726,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:40.986,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:41.229,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:41.487,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:41.754,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:42.023,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:42.292,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:42.564,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:42.833,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:43.102,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:43.373,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:43.648,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:43.919,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:44.192,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:44.464,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:44.731,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:44.998,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:45.267,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:45.534,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:45.807,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:46.075,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:46.337,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:46.602,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:46.870,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:47.144,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:47.415,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:47.682,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:47.952,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:48.223,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:48.491,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:48.758,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:49.031,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:49.299,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:49.572,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:49.842,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:50.124,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:50.394,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:50.667,280.0,4.7,310.0,2.5,1316.0,-775.0
2020-03-24 13:44:50.938,280.0,4.7,310.0,2.5,1316.0,-775.0
