time,price_back,size_back,price_lay,size_lay,total_back,total_lay
2020-03-24 13:44:14.904,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:14.982,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:15.228,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:15.498,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:15.773,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:16.042,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:16.314,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:16.593,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:16.873,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:17.142,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:17.416,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:17.692,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:17.950,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:18.226,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:18.498,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:18.769,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:19.043,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:19.314,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:19.589,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:19.862,760.0,5.87,920.0,3.36,4461.2,-3091.2
2020-03-24 13:44:20.129,780.0,2.1,920.0,3.36,1638.0,-3091.2
2020-03-24 13:44:20.405,780.0,2.1,920.0,3.36,1638.0,-3091.2
2020-03-24 13:44:20.673,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
2020-03-24 13:44:20.952,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
2020-03-24 13:44:21.222,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
2020-03-24 13:44:21.489,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
2020-03-24 13:44:21.766,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
2020-03-24 13:44:22.040,770.0,4.64,920.0,3.36,3572.7999999999997,-3091.2
