time,price_back,size_back,price_lay,size_lay,total_back,total_lay
2020-03-24 13:44:14.904,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:14.982,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:15.228,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:15.498,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:15.773,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:16.042,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:16.314,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:16.593,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:16.873,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:17.142,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:17.416,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:17.692,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:17.950,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:18.226,13.0,152.61,13.5,245.91,1983.9300000000003,-3319.785
2020-03-24 13:44:18.498,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:18.769,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:19.043,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:19.314,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:19.589,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:19.862,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:20.129,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:20.405,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:20.673,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
2020-03-24 13:44:20.952,13.0,138.89,13.5,245.91,1805.5699999999997,-3319.785
