,time,price_back,size_back,price_lay,size_lay,total_back,total_lay,trade
0,2020-03-24 13:44:14.904,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
1,2020-03-24 13:44:14.982,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
2,2020-03-24 13:44:15.228,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
3,2020-03-24 13:44:15.498,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
4,2020-03-24 13:44:15.773,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
5,2020-03-24 13:44:16.042,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
6,2020-03-24 13:44:16.314,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
7,2020-03-24 13:44:16.593,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
8,2020-03-24 13:44:16.873,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
9,2020-03-24 13:44:17.142,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
10,2020-03-24 13:44:17.416,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
11,2020-03-24 13:44:17.692,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
12,2020-03-24 13:44:17.950,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
13,2020-03-24 13:44:18.226,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
14,2020-03-24 13:44:18.498,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
15,2020-03-24 13:44:18.769,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
16,2020-03-24 13:44:19.043,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
17,2020-03-24 13:44:19.314,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
18,2020-03-24 13:44:19.589,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
19,2020-03-24 13:44:19.862,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
20,2020-03-24 13:44:20.129,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
21,2020-03-24 13:44:20.405,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
22,2020-03-24 13:44:20.673,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
23,2020-03-24 13:44:20.952,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
24,2020-03-24 13:44:21.222,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
25,2020-03-24 13:44:21.489,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
26,2020-03-24 13:44:21.766,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
27,2020-03-24 13:44:22.040,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
28,2020-03-24 13:44:22.304,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
29,2020-03-24 13:44:22.572,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
30,2020-03-24 13:44:22.841,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
31,2020-03-24 13:44:23.112,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
32,2020-03-24 13:44:23.386,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
33,2020-03-24 13:44:23.667,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
34,2020-03-24 13:44:23.938,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
35,2020-03-24 13:44:24.215,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
36,2020-03-24 13:44:24.486,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
37,2020-03-24 13:44:24.759,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
38,2020-03-24 13:44:25.022,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
39,2020-03-24 13:44:25.292,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
40,2020-03-24 13:44:25.560,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
41,2020-03-24 13:44:25.829,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
42,2020-03-24 13:44:26.102,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
43,2020-03-24 13:44:26.375,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
44,2020-03-24 13:44:26.643,280.0,4.7,310.0,2.5,1316.0,-775.0,0.0
