,time,price_back,size_back,price_lay,size_lay,total_back,total_lay,trade
0,2020-03-24 13:44:14.904,1000.0,152.63,,,152630.0,,0.0
1,2020-03-24 13:44:14.982,1000.0,152.63,,,152630.0,,0.0
2,2020-03-24 13:44:15.228,1000.0,152.63,,,152630.0,,0.0
3,2020-03-24 13:44:15.498,1000.0,152.63,,,152630.0,,0.0
4,2020-03-24 13:44:15.773,1000.0,152.63,,,152630.0,,0.0
5,2020-03-24 13:44:16.042,1000.0,152.63,,,152630.0,,0.0
6,2020-03-24 13:44:16.314,1000.0,152.63,,,152630.0,,0.0
7,2020-03-24 13:44:16.593,1000.0,152.63,,,152630.0,,0.0
8,2020-03-24 13:44:16.873,1000.0,152.63,,,152630.0,,0.0
9,2020-03-24 13:44:17.142,1000.0,152.63,,,152630.0,,0.0
10,2020-03-24 13:44:17.416,1000.0,152.63,,,152630.0,,0.0
11,2020-03-24 13:44:17.692,1000.0,152.63,,,152630.0,,0.0
12,2020-03-24 13:44:17.950,1000.0,152.63,,,152630.0,,0.0
13,2020-03-24 13:44:18.226,1000.0,152.63,,,152630.0,,0.0
14,2020-03-24 13:44:18.498,1000.0,152.63,,,152630.0,,0.0
15,2020-03-24 13:44:18.769,1000.0,152.63,,,152630.0,,0.0
16,2020-03-24 13:44:19.043,1000.0,152.63,,,152630.0,,0.0
17,2020-03-24 13:44:19.314,1000.0,152.63,,,152630.0,,0.0
18,2020-03-24 13:44:19.589,1000.0,152.63,,,152630.0,,0.0
19,2020-03-24 13:44:19.862,1000.0,152.63,,,152630.0,,0.0
20,2020-03-24 13:44:20.129,1000.0,152.63,,,152630.0,,0.0
21,2020-03-24 13:44:20.405,1000.0,152.63,,,152630.0,,0.0
22,2020-03-24 13:44:20.673,1000.0,152.63,,,152630.0,,0.0
23,2020-03-24 13:44:20.952,1000.0,152.63,,,152630.0,,0.0
24,2020-03-24 13:44:21.222,1000.0,152.63,,,152630.0,,0.0
25,2020-03-24 13:44:21.489,1000.0,152.63,,,152630.0,,0.0
26,2020-03-24 13:44:21.766,1000.0,152.63,,,152630.0,,0.0
27,2020-03-24 13:44:22.040,1000.0,152.63,,,152630.0,,0.0
28,2020-03-24 13:44:22.304,1000.0,152.63,,,152630.0,,0.0
29,2020-03-24 13:44:22.572,1000.0,152.63,,,152630.0,,0.0
30,2020-03-24 13:44:22.841,1000.0,152.63,,,152630.0,,0.0
31,2020-03-24 13:44:23.112,1000.0,152.63,,,152630.0,,0.0
32,2020-03-24 13:44:23.386,1000.0,152.63,,,152630.0,,0.0
33,2020-03-24 13:44:23.667,1000.0,152.63,,,152630.0,,0.0
34,2020-03-24 13:44:23.938,1000.0,152.63,,,152630.0,,0.0
35,2020-03-24 13:44:24.215,1000.0,152.63,,,152630.0,,0.0
36,2020-03-24 13:44:24.486,1000.0,152.63,,,152630.0,,0.0
37,2020-03-24 13:44:24.759,1000.0,152.63,,,152630.0,,0.0
38,2020-03-24 13:44:25.022,1000.0,152.63,,,152630.0,,0.0
39,2020-03-24 13:44:25.292,1000.0,152.63,,,152630.0,,0.0
40,2020-03-24 13:44:25.560,1000.0,152.63,,,152630.0,,0.0
41,2020-03-24 13:44:25.829,1000.0,152.63,,,152630.0,,0.0
42,2020-03-24 13:44:26.102,1000.0,152.63,,,152630.0,,0.0
43,2020-03-24 13:44:26.375,1000.0,152.63,,,152630.0,,0.0
44,2020-03-24 13:44:26.643,1000.0,152.63,,,152630.0,,0.0
45,2020-03-24 13:44:26.920,1000.0,152.63,,,152630.0,,0.0
46,2020-03-24 13:44:27.190,1000.0,152.63,,,152630.0,,0.0
47,2020-03-24 13:44:27.553,1000.0,152.63,,,152630.0,,0.0
48,2020-03-24 13:44:27.818,1000.0,152.63,,,152630.0,,0.0
49,2020-03-24 13:44:28.086,1000.0,152.63,,,152630.0,,0.0
50,2020-03-24 13:44:28.359,1000.0,152.63,,,152630.0,,0.0
51,2020-03-24 13:44:28.634,1000.0,152.63,,,152630.0,,0.0
52,2020-03-24 13:44:28.911,1000.0,152.63,,,152630.0,,0.0
53,2020-03-24 13:44:29.186,1000.0,152.63,,,152630.0,,0.0
54,2020-03-24 13:44:29.461,1000.0,152.63,,,152630.0,,0.0
55,2020-03-24 13:44:29.729,1000.0,152.63,,,152630.0,,0.0
56,2020-03-24 13:44:29.993,1000.0,152.63,,,152630.0,,0.0
57,2020-03-24 13:44:30.264,1000.0,152.63,,,152630.0,,0.0
58,2020-03-24 13:44:30.531,1000.0,152.63,,,152630.0,,0.0
59,2020-03-24 13:44:30.809,1000.0,152.63,,,152630.0,,0.0
60,2020-03-24 13:44:31.082,1000.0,152.63,,,152630.0,,0.0
61,2020-03-24 13:44:31.355,1000.0,152.63,,,152630.0,,0.0
62,2020-03-24 13:44:31.623,1000.0,152.63,,,152630.0,,0.0
63,2020-03-24 13:44:31.893,1000.0,152.63,,,152630.0,,0.0
64,2020-03-24 13:44:32.162,1000.0,152.63,,,152630.0,,0.0
65,2020-03-24 13:44:32.436,1000.0,152.63,,,152630.0,,0.0
66,2020-03-24 13:44:32.711,1000.0,152.63,,,152630.0,,0.0
67,2020-03-24 13:44:32.983,1000.0,152.63,,,152630.0,,0.0
68,2020-03-24 13:44:33.226,1000.0,152.63,,,152630.0,,0.0
69,2020-03-24 13:44:33.461,1000.0,152.63,,,152630.0,,0.0
70,2020-03-24 13:44:33.727,1000.0,152.63,,,152630.0,,0.0
71,2020-03-24 13:44:33.996,1000.0,152.63,,,152630.0,,0.0
72,2020-03-24 13:44:34.267,1000.0,152.63,,,152630.0,,0.0
73,2020-03-24 13:44:34.536,1000.0,152.63,,,152630.0,,0.0
74,2020-03-24 13:44:34.808,1000.0,152.63,,,152630.0,,0.0
75,2020-03-24 13:44:35.080,1000.0,152.63,,,152630.0,,0.0
76,2020-03-24 13:44:35.349,1000.0,152.63,,,152630.0,,0.0
77,2020-03-24 13:44:35.618,1000.0,152.63,,,152630.0,,0.0
78,2020-03-24 13:44:35.892,1000.0,152.63,,,152630.0,,0.0
79,2020-03-24 13:44:36.154,1000.0,152.63,,,152630.0,,0.0
80,2020-03-24 13:44:36.417,1000.0,152.63,,,152630.0,,0.0
81,2020-03-24 13:44:36.682,1000.0,152.63,,,152630.0,,0.0
82,2020-03-24 13:44:36.951,1000.0,152.63,,,152630.0,,0.0
83,2020-03-24 13:44:37.220,1000.0,152.63,,,152630.0,,0.0
84,2020-03-24 13:44:37.491,1000.0,152.63,,,152630.0,,0.0
85,2020-03-24 13:44:37.762,1000.0,152.63,,,152630.0,,0.0
86,2020-03-24 13:44:38.036,1000.0,152.63,,,152630.0,,0.0
87,2020-03-24 13:44:38.305,1000.0,152.63,,,152630.0,,0.0
88,2020-03-24 13:44:38.574,1000.0,152.63,,,152630.0,,0.0
89,2020-03-24 13:44:38.848,1000.0,152.63,,,152630.0,,0.0
90,2020-03-24 13:44:39.116,1000.0,152.63,,,152630.0,,0.0
91,2020-03-24 13:44:39.382,1000.0,152.63,,,152630.0,,0.0
92,2020-03-24 13:44:39.647,1000.0,152.63,,,152630.0,,0.0
93,2020-03-24 13:44:39.914,1000.0,152.63,,,152630.0,,0.0
94,2020-03-24 13:44:40.187,1000.0,152.63,,,152630.0,,0.0
95,2020-03-24 13:44:40.456,1000.0,152.63,,,152630.0,,0.0
96,2020-03-24 13:44:40.726,1000.0,152.63,,,152630.0,,0.0
97,2020-03-24 13:44:40.986,1000.0,152.63,,,152630.0,,0.0
98,2020-03-24 13:44:41.229,1000.0,152.63,,,152630.0,,0.0
99,2020-03-24 13:44:41.487,1000.0,152.63,,,152630.0,,0.0
100,2020-03-24 13:44:41.754,1000.0,152.63,,,152630.0,,0.0
101,2020-03-24 13:44:42.023,1000.0,152.63,,,152630.0,,0.0
102,2020-03-24 13:44:42.292,1000.0,152.63,,,152630.0,,0.0
103,2020-03-24 13:44:42.564,1000.0,152.63,,,152630.0,,0.0
104,2020-03-24 13:44:42.833,1000.0,152.63,,,152630.0,,0.0
105,2020-03-24 13:44:43.102,1000.0,152.63,,,152630.0,,0.0
106,2020-03-24 13:44:43.373,1000.0,152.63,,,152630.0,,0.0
107,2020-03-24 13:44:43.648,1000.0,152.63,,,152630.0,,0.0
108,2020-03-24 13:44:43.919,1000.0,152.63,,,152630.0,,0.0
109,2020-03-24 13:44:44.192,1000.0,152.63,,,152630.0,,0.0
110,2020-03-24 13:44:44.464,1000.0,152.63,,,152630.0,,0.0
111,2020-03-24 13:44:44.731,1000.0,152.63,,,152630.0,,0.0
112,2020-03-24 13:44:44.998,1000.0,152.63,,,152630.0,,0.0
113,2020-03-24 13:44:45.267,1000.0,152.63,,,152630.0,,0.0
114,2020-03-24 13:44:45.534,1000.0,152.63,,,152630.0,,0.0
115,2020-03-24 13:44:45.807,1000.0,152.63,,,152630.0,,0.0
116,2020-03-24 13:44:46.075,1000.0,152.63,,,152630.0,,0.0
117,2020-03-24 13:44:46.337,1000.0,152.63,,,152630.0,,0.0
118,2020-03-24 13:44:46.602,1000.0,152.63,,,152630.0,,0.0
119,2020-03-24 13:44:46.870,1000.0,152.63,,,152630.0,,0.0
120,2020-03-24 13:44:47.144,1000.0,152.63,,,152630.0,,0.0
121,2020-03-24 13:44:47.415,1000.0,152.63,,,152630.0,,0.0
122,2020-03-24 13:44:47.682,1000.0,152.63,,,152630.0,,0.0
123,2020-03-24 13:44:47.952,1000.0,152.63,,,152630.0,,0.0
124,2020-03-24 13:44:48.223,1000.0,152.63,,,152630.0,,0.0
125,2020-03-24 13:44:48.491,1000.0,152.63,,,152630.0,,0.0
126,2020-03-24 13:44:48.758,1000.0,152.63,,,152630.0,,0.0
127,2020-03-24 13:44:49.031,1000.0,152.63,,,152630.0,,0.0
128,2020-03-24 13:44:49.299,1000.0,152.63,,,152630.0,,0.0
129,2020-03-24 13:44:49.572,1000.0,152.63,,,152630.0,,0.0
130,2020-03-24 13:44:49.842,1000.0,152.63,,,152630.0,,0.0
131,2020-03-24 13:44:50.124,1000.0,152.63,,,152630.0,,0.0
132,2020-03-24 13:44:50.394,1000.0,152.63,,,152630.0,,0.0
133,2020-03-24 13:44:50.667,1000.0,152.63,,,152630.0,,0.0
134,2020-03-24 13:44:50.938,1000.0,152.63,,,152630.0,,0.0
135,2020-03-24 13:44:51.205,1000.0,152.63,,,152630.0,,0.0
136,2020-03-24 13:44:51.473,1000.0,152.63,,,152630.0,,0.0
137,2020-03-24 13:44:51.742,1000.0,152.63,,,152630.0,,0.0
138,2020-03-24 13:44:52.118,1000.0,152.63,,,152630.0,,0.0
139,2020-03-24 13:44:52.382,1000.0,152.63,,,152630.0,,0.0
140,2020-03-24 13:44:52.651,1000.0,152.63,,,152630.0,,0.0
141,2020-03-24 13:44:52.918,1000.0,152.63,,,152630.0,,0.0
142,2020-03-24 13:44:53.185,1000.0,152.63,,,152630.0,,0.0
143,2020-03-24 13:44:53.455,1000.0,152.63,,,152630.0,,0.0
144,2020-03-24 13:44:53.727,1000.0,152.63,,,152630.0,,0.0
145,2020-03-24 13:44:53.998,1000.0,152.63,,,152630.0,,0.0
146,2020-03-24 13:44:54.265,1000.0,152.63,,,152630.0,,0.0
147,2020-03-24 13:44:54.519,1000.0,152.63,,,152630.0,,0.0
