placedDate,instruction.side,instruction.limitOrder.price,instruction.selectionId,instruction.limitOrder.size,trade_all
2020-03-24 13:57:05+00:00,BACK,14.0,23225592.0,0.83,11.62
2020-03-24 13:57:05+00:00,BACK,14.5,23225592.0,0.83,12.035
2020-03-24 13:57:05+00:00,BACK,15.0,23225592.0,0.83,12.45
2020-03-24 13:57:05+00:00,BACK,14.5,23225592.0,18.5,268.25
2020-03-24 13:57:05+00:00,BACK,15.0,23225592.0,18.5,277.5
2020-03-24 13:57:05+00:00,BACK,15.5,23225592.0,19.33,299.61499999999995
2020-03-24 13:57:06+00:00,BACK,14.5,23225592.0,4.21,61.045
2020-03-24 13:57:06+00:00,BACK,15.0,23225592.0,4.21,63.15
2020-03-24 13:57:06+00:00,BACK,15.5,23225592.0,4.21,65.255
2020-03-24 13:57:07+00:00,BACK,14.0,23225592.0,20.39,285.46000000000004
2020-03-24 13:57:07+00:00,BACK,14.0,23225592.0,2.28,31.919999999999998
2020-03-24 13:57:08+00:00,BACK,14.0,23225592.0,2.0,28.0
2020-03-24 13:57:08+00:00,BACK,14.5,23225592.0,1.13,16.384999999999998
2020-03-24 13:57:08+00:00,BACK,15.0,23225592.0,1.13,16.95
2020-03-24 13:57:08+00:00,BACK,14.0,23225592.0,1.45,20.3
2020-03-24 13:57:08+00:00,BACK,14.5,23225592.0,1.45,21.025
2020-03-24 13:57:08+00:00,BACK,15.0,23225592.0,1.45,21.75
2020-03-24 13:57:16+00:00,BACK,15.5,23225592.0,25.97,402.53499999999997
2020-03-24 13:57:17+00:00,BACK,14.5,23225592.0,2.75,39.875
2020-03-24 13:57:17+00:00,BACK,15.0,23225592.0,2.75,41.25
2020-03-24 13:57:17+00:00,BACK,15.5,23225592.0,2.9,44.949999999999996
2020-03-24 13:57:36+00:00,BACK,16.0,23225592.0,19.58,313.28
2020-03-24 13:57:52+00:00,BACK,16.5,23225592.0,16.53,272.745
2020-03-24 13:58:01+00:00,BACK,15.0,23225592.0,10.87,163.04999999999998
2020-03-24 13:58:02+00:00,BACK,14.5,23225592.0,15.56,225.62
2020-03-24 13:58:02+00:00,BACK,15.0,23225592.0,4.69,70.35000000000001
2020-03-24 13:58:05+00:00,BACK,14.0,23225592.0,17.94,251.16000000000003
2020-03-24 13:58:05+00:00,BACK,14.5,23225592.0,2.38,34.51
2020-03-24 13:58:05+00:00,BACK,15.0,23225592.0,2.38,35.699999999999996
2020-03-24 13:58:06+00:00,BACK,14.0,23225592.0,3.17,44.379999999999995
2020-03-24 13:58:06+00:00,BACK,14.5,23225592.0,3.17,45.964999999999996
2020-03-24 13:58:06+00:00,BACK,15.0,23225592.0,3.17,47.55
2020-03-24 13:58:07+00:00,BACK,13.5,23225592.0,17.88,241.38
2020-03-24 13:58:08+00:00,BACK,13.0,23225592.0,7.48,97.24000000000001
2020-03-24 13:58:08+00:00,BACK,14.5,23225592.0,17.88,259.26
2020-03-24 13:58:09+00:00,BACK,14.5,23225592.0,18.12,262.74
2020-03-24 13:58:09+00:00,BACK,13.5,23225592.0,0.75,10.125
2020-03-24 13:58:14+00:00,BACK,13.5,23225592.0,16.9,228.14999999999998
2020-03-24 13:58:14+00:00,BACK,14.0,23225592.0,10.2,142.79999999999998
2020-03-24 13:58:14+00:00,BACK,13.0,23225592.0,14.76,191.88
2020-03-24 13:58:15+00:00,BACK,13.0,23225592.0,0.78,10.14
2020-03-24 13:58:15+00:00,BACK,13.0,23225592.0,3.67,47.71
2020-03-24 13:58:16+00:00,BACK,12.5,23225592.0,6.83,85.375
2020-03-24 13:58:18+00:00,BACK,13.0,23225592.0,1.6,20.8
