placedDate,instruction.side,instruction.limitOrder.price,instruction.selectionId,instruction.limitOrder.size,trade_all
2020-03-24 13:57:05+00:00,LAY,770.0,24707404.0,1.0,770.0
2020-03-24 13:57:05+00:00,LAY,760.0,24707404.0,1.0,760.0
2020-03-24 13:57:05+00:00,LAY,750.0,24707404.0,1.0,750.0
2020-03-24 13:57:08+00:00,LAY,780.0,24707404.0,0.82,639.5999999999999
2020-03-24 13:57:08+00:00,LAY,780.0,24707404.0,0.02,15.6
2020-03-24 13:57:11+00:00,LAY,780.0,24707404.0,0.38,296.4
2020-03-24 13:57:11+00:00,LAY,770.0,24707404.0,0.22,169.4
2020-03-24 13:57:11+00:00,LAY,760.0,24707404.0,0.22,167.2
2020-03-24 13:57:12+00:00,LAY,820.0,24707404.0,1.24,1016.8
2020-03-24 13:57:12+00:00,LAY,810.0,24707404.0,1.24,1004.4
2020-03-24 13:57:12+00:00,LAY,800.0,24707404.0,1.24,992.0
2020-03-24 13:57:14+00:00,LAY,820.0,24707404.0,0.07,57.400000000000006
2020-03-24 13:57:14+00:00,LAY,810.0,24707404.0,0.07,56.7
2020-03-24 13:57:14+00:00,LAY,800.0,24707404.0,0.07,56.00000000000001
2020-03-24 13:57:14+00:00,LAY,830.0,24707404.0,0.94,780.1999999999999
2020-03-24 13:57:19+00:00,LAY,840.0,24707404.0,1.02,856.8000000000001
2020-03-24 13:57:19+00:00,LAY,830.0,24707404.0,0.08,66.4
2020-03-24 13:57:24+00:00,LAY,840.0,24707404.0,0.07,58.800000000000004
2020-03-24 13:57:24+00:00,LAY,830.0,24707404.0,0.07,58.10000000000001
2020-03-24 13:57:28+00:00,LAY,850.0,24707404.0,0.83,705.5
2020-03-24 13:57:33+00:00,LAY,860.0,24707404.0,1.0,860.0
2020-03-24 13:57:33+00:00,LAY,850.0,24707404.0,0.17,144.5
2020-03-24 13:57:38+00:00,LAY,870.0,24707404.0,0.83,722.0999999999999
2020-03-24 13:57:42+00:00,LAY,880.0,24707404.0,0.97,853.6
2020-03-24 13:57:42+00:00,LAY,870.0,24707404.0,0.14,121.80000000000001
2020-03-24 13:57:44+00:00,LAY,890.0,24707404.0,0.83,738.6999999999999
2020-03-24 13:57:48+00:00,LAY,890.0,24707404.0,0.21,186.9
2020-03-24 13:57:48+00:00,LAY,880.0,24707404.0,0.07,61.60000000000001
2020-03-24 13:57:48+00:00,LAY,870.0,24707404.0,0.07,60.900000000000006
2020-03-24 13:57:49+00:00,LAY,890.0,24707404.0,0.06,53.4
2020-03-24 13:57:49+00:00,LAY,880.0,24707404.0,0.06,52.8
2020-03-24 13:57:49+00:00,LAY,870.0,24707404.0,0.06,52.199999999999996
2020-03-24 13:57:50+00:00,LAY,920.0,24707404.0,1.24,1140.8
2020-03-24 13:57:50+00:00,LAY,910.0,24707404.0,1.24,1128.4
2020-03-24 13:57:50+00:00,LAY,900.0,24707404.0,1.24,1116.0
2020-03-24 13:57:51+00:00,LAY,920.0,24707404.0,0.02,18.400000000000002
2020-03-24 13:57:51+00:00,LAY,910.0,24707404.0,0.02,18.2
2020-03-24 13:57:51+00:00,LAY,900.0,24707404.0,0.02,18.0
2020-03-24 13:57:53+00:00,LAY,930.0,24707404.0,0.83,771.9
2020-03-24 13:57:54+00:00,LAY,950.0,24707404.0,0.9,855.0
2020-03-24 13:57:54+00:00,LAY,940.0,24707404.0,0.9,846.0
2020-03-24 13:57:54+00:00,LAY,930.0,24707404.0,0.07,65.10000000000001
2020-03-24 13:58:03+00:00,LAY,920.0,24707404.0,0.63,579.6
2020-03-24 13:58:06+00:00,LAY,920.0,24707404.0,0.26,239.20000000000002
2020-03-24 13:58:06+00:00,LAY,910.0,24707404.0,0.89,809.9
2020-03-24 13:58:11+00:00,LAY,930.0,24707404.0,0.08,74.4
2020-03-24 13:58:11+00:00,LAY,920.0,24707404.0,0.09,82.8
2020-03-24 13:58:11+00:00,LAY,910.0,24707404.0,0.09,81.89999999999999
2020-03-24 13:58:13+00:00,LAY,940.0,24707404.0,1.16,1090.3999999999999
2020-03-24 13:58:13+00:00,LAY,930.0,24707404.0,0.18,167.4
2020-03-24 13:58:13+00:00,LAY,920.0,24707404.0,0.18,165.6
2020-03-24 13:58:19+00:00,LAY,950.0,24707404.0,1.01,959.5
2020-03-24 13:58:20+00:00,LAY,950.0,24707404.0,0.07,66.5
2020-03-24 13:58:22+00:00,LAY,950.0,24707404.0,0.06,57.0
2020-03-24 13:58:24+00:00,LAY,950.0,24707404.0,0.06,57.0
2020-03-24 13:58:24+00:00,LAY,940.0,24707404.0,0.04,37.6
2020-03-24 13:58:24+00:00,LAY,930.0,24707404.0,0.04,37.2
