placedDate,instruction.side,instruction.limitOrder.price,instruction.selectionId,instruction.limitOrder.size,trade_all
2020-03-24 13:57:05+00:00,BACK,11.0,26986439.0,39.28,432.08000000000004
2020-03-24 13:57:05+00:00,BACK,11.5,26986439.0,39.28,451.72
2020-03-24 13:57:05+00:00,BACK,12.0,26986439.0,39.28,471.36
2020-03-24 13:57:06+00:00,BACK,10.5,26986439.0,13.67,143.535
2020-03-24 13:57:06+00:00,BACK,10.5,26986439.0,4.5,47.25
2020-03-24 13:57:07+00:00,BACK,10.5,26986439.0,6.85,71.925
2020-03-24 13:57:09+00:00,BACK,12.0,26986439.0,22.04,264.48
2020-03-24 13:57:10+00:00,BACK,12.0,26986439.0,1.8,21.6
2020-03-24 13:57:13+00:00,BACK,10.5,26986439.0,15.92,167.16
2020-03-24 13:57:13+00:00,BACK,10.5,26986439.0,13.01,136.605
2020-03-24 13:57:14+00:00,BACK,10.5,26986439.0,20.37,213.88500000000002
2020-03-24 13:57:14+00:00,BACK,11.0,26986439.0,10.02,110.22
2020-03-24 13:57:14+00:00,BACK,11.5,26986439.0,10.02,115.22999999999999
2020-03-24 13:57:30+00:00,BACK,10.0,26986439.0,7.65,76.5
2020-03-24 13:57:31+00:00,BACK,11.5,26986439.0,30.23,347.645
2020-03-24 13:57:31+00:00,BACK,10.0,26986439.0,27.01,270.1
2020-03-24 13:57:36+00:00,BACK,10.0,26986439.0,4.23,42.300000000000004
2020-03-24 13:57:38+00:00,BACK,10.0,26986439.0,4.5,45.0
2020-03-24 13:57:43+00:00,BACK,9.8,26986439.0,32.44,317.912
2020-03-24 13:57:43+00:00,BACK,10.0,26986439.0,32.44,324.4
2020-03-24 13:57:43+00:00,BACK,10.5,26986439.0,32.44,340.62
2020-03-24 13:57:44+00:00,BACK,9.8,26986439.0,6.29,61.642
2020-03-24 13:57:44+00:00,BACK,10.0,26986439.0,6.29,62.9
2020-03-24 13:57:44+00:00,BACK,10.5,26986439.0,6.29,66.045
2020-03-24 13:57:46+00:00,BACK,9.8,26986439.0,39.59,387.9820000000001
2020-03-24 13:57:46+00:00,BACK,10.0,26986439.0,39.59,395.90000000000003
2020-03-24 13:57:46+00:00,BACK,10.5,26986439.0,39.59,415.69500000000005
2020-03-24 13:57:47+00:00,BACK,9.8,26986439.0,2.46,24.108
2020-03-24 13:57:47+00:00,BACK,10.0,26986439.0,2.46,24.6
2020-03-24 13:57:47+00:00,BACK,10.5,26986439.0,2.46,25.83
2020-03-24 13:57:52+00:00,BACK,11.0,26986439.0,38.32,421.52
2020-03-24 13:57:53+00:00,BACK,11.0,26986439.0,0.92,10.120000000000001
2020-03-24 13:57:53+00:00,BACK,11.5,26986439.0,39.04,448.96
2020-03-24 13:57:53+00:00,BACK,11.0,26986439.0,1.53,16.830000000000002
2020-03-24 13:57:53+00:00,BACK,11.5,26986439.0,1.73,19.895
2020-03-24 13:57:56+00:00,BACK,10.0,26986439.0,19.61,196.1
2020-03-24 13:57:56+00:00,BACK,9.8,26986439.0,8.37,82.026
2020-03-24 13:58:02+00:00,BACK,10.0,26986439.0,21.9,219.0
2020-03-24 13:58:02+00:00,BACK,10.5,26986439.0,21.9,229.95
2020-03-24 13:58:02+00:00,BACK,11.0,26986439.0,21.9,240.89999999999998
2020-03-24 13:58:03+00:00,BACK,10.5,26986439.0,12.5,131.25
2020-03-24 13:58:03+00:00,BACK,11.0,26986439.0,12.5,137.5
2020-03-24 13:58:03+00:00,BACK,11.5,26986439.0,34.4,395.59999999999997
2020-03-24 13:58:09+00:00,BACK,12.0,26986439.0,33.48,401.76
2020-03-24 13:58:09+00:00,BACK,11.0,26986439.0,0.92,10.120000000000001
2020-03-24 13:58:09+00:00,BACK,11.5,26986439.0,0.88,10.12
2020-03-24 13:58:09+00:00,BACK,12.0,26986439.0,1.77,21.240000000000002
2020-03-24 13:58:15+00:00,BACK,11.5,26986439.0,8.33,95.795
2020-03-24 13:58:15+00:00,BACK,12.0,26986439.0,8.36,100.32
2020-03-24 13:58:15+00:00,BACK,12.5,26986439.0,43.61,545.125
2020-03-24 13:58:15+00:00,BACK,11.5,26986439.0,1.4,16.099999999999998
2020-03-24 13:58:15+00:00,BACK,12.0,26986439.0,1.4,16.799999999999997
2020-03-24 13:58:15+00:00,BACK,12.5,26986439.0,1.4,17.5
2020-03-24 13:58:17+00:00,BACK,11.0,26986439.0,1.5,16.5
2020-03-24 13:58:18+00:00,BACK,12.5,26986439.0,45.38,567.25
2020-03-24 13:58:20+00:00,BACK,13.0,26986439.0,35.12,456.55999999999995
2020-03-24 13:58:20+00:00,BACK,11.5,26986439.0,12.06,138.69
2020-03-24 13:58:22+00:00,BACK,13.0,26986439.0,31.41,408.33
2020-03-24 13:58:22+00:00,BACK,13.0,26986439.0,1.25,16.25
2020-03-24 13:58:23+00:00,BACK,11.5,26986439.0,1.35,15.525
2020-03-24 13:58:24+00:00,BACK,13.0,26986439.0,29.23,379.99
2020-03-24 13:58:27+00:00,BACK,13.0,26986439.0,8.26,107.38
2020-03-24 13:58:28+00:00,BACK,13.0,26986439.0,5.52,71.75999999999999
2020-03-24 13:58:29+00:00,BACK,12.0,26986439.0,11.62,139.44
2020-03-24 13:58:30+00:00,BACK,12.0,26986439.0,15.33,183.96
2020-03-24 13:58:31+00:00,BACK,12.0,26986439.0,11.73,140.76
2020-03-24 13:58:31+00:00,BACK,12.0,26986439.0,1.36,16.32
2020-03-24 13:58:32+00:00,BACK,13.5,26986439.0,34.12,460.61999999999995
2020-03-24 13:58:33+00:00,BACK,12.0,26986439.0,4.45,53.400000000000006
2020-03-24 13:58:33+00:00,BACK,12.0,26986439.0,8.56,102.72
2020-03-24 13:58:34+00:00,BACK,11.5,26986439.0,45.65,524.975
2020-03-24 13:58:34+00:00,BACK,12.0,26986439.0,32.64,391.68
2020-03-24 13:58:35+00:00,BACK,11.0,26986439.0,45.15,496.65
2020-03-24 13:58:36+00:00,BACK,12.5,26986439.0,42.12,526.5
2020-03-24 13:58:36+00:00,BACK,12.5,26986439.0,3.11,38.875
2020-03-24 13:58:37+00:00,BACK,11.5,26986439.0,1.2,13.799999999999999
2020-03-24 13:58:37+00:00,BACK,12.0,26986439.0,1.2,14.399999999999999
2020-03-24 13:58:37+00:00,BACK,12.5,26986439.0,1.62,20.25
2020-03-24 13:58:40+00:00,BACK,13.0,26986439.0,23.58,306.53999999999996
