,time,price_back,size_back,price_lay,size_lay,total_back,total_lay,trade
0,2020-03-24 13:44:14.904,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
1,2020-03-24 13:44:14.982,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
2,2020-03-24 13:44:15.228,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
3,2020-03-24 13:44:15.498,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
4,2020-03-24 13:44:15.773,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
5,2020-03-24 13:44:16.042,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
6,2020-03-24 13:44:16.314,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
7,2020-03-24 13:44:16.593,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
8,2020-03-24 13:44:16.873,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
9,2020-03-24 13:44:17.142,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
10,2020-03-24 13:44:17.416,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
11,2020-03-24 13:44:17.692,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
12,2020-03-24 13:44:17.950,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
13,2020-03-24 13:44:18.226,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
14,2020-03-24 13:44:18.498,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
15,2020-03-24 13:44:18.769,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
16,2020-03-24 13:44:19.043,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
17,2020-03-24 13:44:19.314,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
18,2020-03-24 13:44:19.589,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
19,2020-03-24 13:44:19.862,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
20,2020-03-24 13:44:20.129,85.0,17.21,95.0,11.42,1462.8500000000001,-1084.9,0.0
21,2020-03-24 13:44:20.405,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
22,2020-03-24 13:44:20.673,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
23,2020-03-24 13:44:20.952,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
24,2020-03-24 13:44:21.222,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
25,2020-03-24 13:44:21.489,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
26,2020-03-24 13:44:21.766,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
27,2020-03-24 13:44:22.040,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
28,2020-03-24 13:44:22.304,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
29,2020-03-24 13:44:22.572,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
30,2020-03-24 13:44:22.841,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
31,2020-03-24 13:44:23.112,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
32,2020-03-24 13:44:23.386,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
33,2020-03-24 13:44:23.667,85.0,14.46,95.0,11.42,1229.1000000000001,-1084.9,0.0
34,2020-03-24 13:44:23.938,85.0,7.46,95.0,11.42,634.1,-1084.9,0.0
35,2020-03-24 13:44:24.215,85.0,7.46,95.0,11.42,634.1,-1084.9,0.0
36,2020-03-24 13:44:24.486,85.0,7.46,95.0,11.42,634.1,-1084.9,0.0
37,2020-03-24 13:44:24.759,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
38,2020-03-24 13:44:25.022,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
39,2020-03-24 13:44:25.292,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
40,2020-03-24 13:44:25.560,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
41,2020-03-24 13:44:25.829,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
42,2020-03-24 13:44:26.102,85.0,7.81,95.0,11.44,663.85,-1086.8,0.0
43,2020-03-24 13:44:26.375,85.0,3.45,95.0,13.8,293.25,-1311.0,0.0
44,2020-03-24 13:44:26.643,85.0,3.45,95.0,13.8,293.25,-1311.0,0.0
45,2020-03-24 13:44:26.920,85.0,3.45,95.0,13.8,293.25,-1311.0,0.0
46,2020-03-24 13:44:27.190,85.0,3.45,95.0,13.8,293.25,-1311.0,0.0
47,2020-03-24 13:44:27.553,85.0,3.45,95.0,11.44,293.25,-1086.8,0.0
48,2020-03-24 13:44:27.818,85.0,3.45,95.0,11.44,293.25,-1086.8,0.0
49,2020-03-24 13:44:28.086,85.0,3.45,95.0,11.5,293.25,-1092.5,0.0
50,2020-03-24 13:44:28.359,85.0,3.45,95.0,11.5,293.25,-1092.5,0.0
51,2020-03-24 13:44:28.634,85.0,3.45,95.0,11.5,293.25,-1092.5,0.0
52,2020-03-24 13:44:28.911,80.0,18.79,95.0,13.05,1503.1999999999998,-1239.75,0.0
53,2020-03-24 13:44:29.186,80.0,18.79,95.0,11.5,1503.1999999999998,-1092.5,0.0
54,2020-03-24 13:44:29.461,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
55,2020-03-24 13:44:29.729,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
56,2020-03-24 13:44:29.993,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
57,2020-03-24 13:44:30.264,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
58,2020-03-24 13:44:30.531,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
59,2020-03-24 13:44:30.809,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
60,2020-03-24 13:44:31.082,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
61,2020-03-24 13:44:31.355,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
62,2020-03-24 13:44:31.623,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
63,2020-03-24 13:44:31.893,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
64,2020-03-24 13:44:32.162,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
65,2020-03-24 13:44:32.436,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
66,2020-03-24 13:44:32.711,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
67,2020-03-24 13:44:32.983,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
68,2020-03-24 13:44:33.226,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
69,2020-03-24 13:44:33.461,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
70,2020-03-24 13:44:33.727,80.0,18.79,95.0,11.57,1503.1999999999998,-1099.15,0.0
71,2020-03-24 13:44:33.996,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
72,2020-03-24 13:44:34.267,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
73,2020-03-24 13:44:34.536,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
74,2020-03-24 13:44:34.808,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
75,2020-03-24 13:44:35.080,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
76,2020-03-24 13:44:35.349,80.0,18.79,90.0,4.55,1503.1999999999998,-409.5,0.0
77,2020-03-24 13:44:35.618,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
78,2020-03-24 13:44:35.892,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
79,2020-03-24 13:44:36.154,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
80,2020-03-24 13:44:36.417,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
81,2020-03-24 13:44:36.682,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
82,2020-03-24 13:44:36.951,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
83,2020-03-24 13:44:37.220,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
84,2020-03-24 13:44:37.491,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
85,2020-03-24 13:44:37.762,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
86,2020-03-24 13:44:38.036,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
87,2020-03-24 13:44:38.305,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
88,2020-03-24 13:44:38.574,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
89,2020-03-24 13:44:38.848,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
90,2020-03-24 13:44:39.116,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
91,2020-03-24 13:44:39.382,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
92,2020-03-24 13:44:39.647,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
93,2020-03-24 13:44:39.914,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
94,2020-03-24 13:44:40.187,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
95,2020-03-24 13:44:40.456,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
96,2020-03-24 13:44:40.726,80.0,18.79,90.0,4.94,1503.1999999999998,-444.6,0.0
97,2020-03-24 13:44:40.986,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
98,2020-03-24 13:44:41.229,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
99,2020-03-24 13:44:41.487,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
100,2020-03-24 13:44:41.754,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
101,2020-03-24 13:44:42.023,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
102,2020-03-24 13:44:42.292,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
103,2020-03-24 13:44:42.564,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
104,2020-03-24 13:44:42.833,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
105,2020-03-24 13:44:43.102,80.0,18.16,90.0,4.94,1452.8,-444.6,0.0
106,2020-03-24 13:44:43.373,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
107,2020-03-24 13:44:43.648,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
108,2020-03-24 13:44:43.919,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
109,2020-03-24 13:44:44.192,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
110,2020-03-24 13:44:44.464,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
111,2020-03-24 13:44:44.731,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
112,2020-03-24 13:44:44.998,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
113,2020-03-24 13:44:45.267,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
114,2020-03-24 13:44:45.534,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
115,2020-03-24 13:44:45.807,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
116,2020-03-24 13:44:46.075,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
117,2020-03-24 13:44:46.337,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
118,2020-03-24 13:44:46.602,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
119,2020-03-24 13:44:46.870,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
120,2020-03-24 13:44:47.144,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
121,2020-03-24 13:44:47.415,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
122,2020-03-24 13:44:47.682,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
123,2020-03-24 13:44:47.952,80.0,18.25,90.0,4.94,1460.0,-444.6,0.0
124,2020-03-24 13:44:48.223,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
125,2020-03-24 13:44:48.491,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
126,2020-03-24 13:44:48.758,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
127,2020-03-24 13:44:49.031,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
128,2020-03-24 13:44:49.299,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
129,2020-03-24 13:44:49.572,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
130,2020-03-24 13:44:49.842,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
131,2020-03-24 13:44:50.124,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
132,2020-03-24 13:44:50.394,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
133,2020-03-24 13:44:50.667,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
134,2020-03-24 13:44:50.938,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
135,2020-03-24 13:44:51.205,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
136,2020-03-24 13:44:51.473,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
137,2020-03-24 13:44:51.742,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
138,2020-03-24 13:44:52.118,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
139,2020-03-24 13:44:52.382,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
140,2020-03-24 13:44:52.651,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
141,2020-03-24 13:44:52.918,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
142,2020-03-24 13:44:53.185,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
143,2020-03-24 13:44:53.455,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
144,2020-03-24 13:44:53.727,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
145,2020-03-24 13:44:53.998,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
146,2020-03-24 13:44:54.265,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
147,2020-03-24 13:44:54.519,80.0,18.62,90.0,4.94,1489.6000000000001,-444.6,0.0
